model,alpha (BM25),beta (TF-IDF),gamma (Transformer),recall@5
sbert,0.24,0.0,0.76,0.8873
sbert,0.24,0.02,0.74,0.8825
sbert,0.24,0.04,0.72,0.8768
sbert,0.24,0.06,0.7,0.8711
sbert,0.24,0.08,0.68,0.8656000000000001
sbert,0.24,0.1,0.66,0.8594
sbert,0.24,0.12,0.64,0.8533000000000001
sbert,0.24,0.14,0.62,0.8472000000000001
sbert,0.24,0.16,0.6,0.8411000000000001
sbert,0.24,0.18,0.5800000000000001,0.8348000000000002
sbert,0.24,0.2,0.56,0.8289000000000001
sbert,0.24,0.22,0.54,0.8242
sbert,0.24,0.24,0.52,0.8185
sbert,0.24,0.26,0.5,0.8126
sbert,0.24,0.28,0.48,0.8071
sbert,0.24,0.3,0.46,0.8021000000000001
sbert,0.24,0.32,0.44,0.7964
sbert,0.24,0.34,0.42,0.791
sbert,0.24,0.36,0.4,0.7865
sbert,0.24,0.38,0.38,0.7802
sbert,0.24,0.4,0.36,0.7762
sbert,0.24,0.42,0.34,0.7710000000000001
sbert,0.24,0.44,0.32,0.7669
sbert,0.24,0.46,0.3,0.7616
sbert,0.24,0.48,0.28,0.7561
sbert,0.24,0.5,0.26,0.7515
sbert,0.24,0.52,0.24,0.7466
sbert,0.24,0.54,0.21999999999999997,0.7422000000000001
sbert,0.24,0.56,0.19999999999999996,0.737
sbert,0.24,0.58,0.18000000000000005,0.7323000000000001
sbert,0.24,0.6,0.16000000000000003,0.7285
sbert,0.24,0.62,0.14,0.7227
sbert,0.24,0.64,0.12,0.7188000000000001
sbert,0.24,0.66,0.09999999999999998,0.7137
sbert,0.24,0.68,0.07999999999999996,0.7094000000000001
sbert,0.24,0.7000000000000001,0.05999999999999994,0.7058
sbert,0.24,0.72,0.040000000000000036,0.7015
sbert,0.24,0.74,0.020000000000000018,0.6975
sbert,0.24,0.76,0.0,0.6878
sbert,0.26,0.0,0.74,0.8825
sbert,0.26,0.02,0.72,0.8763000000000001
sbert,0.26,0.04,0.7,0.8708
sbert,0.26,0.06,0.6799999999999999,0.8649000000000001
sbert,0.26,0.08,0.66,0.8597
sbert,0.26,0.1,0.64,0.8527
sbert,0.26,0.12,0.62,0.8471000000000002
sbert,0.26,0.14,0.6,0.8412000000000001
sbert,0.26,0.16,0.58,0.8352
sbert,0.26,0.18,0.56,0.8289000000000001
sbert,0.26,0.2,0.54,0.8240000000000001
sbert,0.26,0.22,0.52,0.8186
sbert,0.26,0.24,0.5,0.8124
sbert,0.26,0.26,0.48,0.8070000000000002
sbert,0.26,0.28,0.45999999999999996,0.8018
sbert,0.26,0.3,0.44,0.7969
sbert,0.26,0.32,0.42,0.7913000000000001
sbert,0.26,0.34,0.39999999999999997,0.7868
sbert,0.26,0.36,0.38,0.7804000000000001
sbert,0.26,0.38,0.36,0.7760999999999999
sbert,0.26,0.4,0.33999999999999997,0.7711000000000001
sbert,0.26,0.42,0.32,0.7667
sbert,0.26,0.44,0.3,0.7617
sbert,0.26,0.46,0.27999999999999997,0.7565
sbert,0.26,0.48,0.26,0.7517
sbert,0.26,0.5,0.24,0.7472000000000001
sbert,0.26,0.52,0.21999999999999997,0.7427
sbert,0.26,0.54,0.19999999999999996,0.7371
sbert,0.26,0.56,0.17999999999999994,0.7321
sbert,0.26,0.58,0.16000000000000003,0.7281
sbert,0.26,0.6,0.14,0.7233999999999999
sbert,0.26,0.62,0.12,0.7188
sbert,0.26,0.64,0.09999999999999998,0.714
sbert,0.26,0.66,0.07999999999999996,0.7098
sbert,0.26,0.68,0.05999999999999994,0.7058
sbert,0.26,0.7000000000000001,0.039999999999999925,0.7018
sbert,0.26,0.72,0.020000000000000018,0.6973
sbert,0.26,0.74,0.0,0.6874
sbert,0.28,0.0,0.72,0.8761
sbert,0.28,0.02,0.7,0.8706
sbert,0.28,0.04,0.6799999999999999,0.8651
sbert,0.28,0.06,0.6599999999999999,0.859
sbert,0.28,0.08,0.64,0.8523000000000001
sbert,0.28,0.1,0.62,0.8469
sbert,0.28,0.12,0.6,0.8415
sbert,0.28,0.14,0.58,0.8349000000000001
sbert,0.28,0.16,0.5599999999999999,0.8287
sbert,0.28,0.18,0.54,0.8237000000000001
sbert,0.28,0.2,0.52,0.8182
sbert,0.28,0.22,0.5,0.8124000000000001
sbert,0.28,0.24,0.48,0.8069000000000001
sbert,0.28,0.26,0.45999999999999996,0.8014000000000001
sbert,0.28,0.28,0.43999999999999995,0.7965
sbert,0.28,0.3,0.42,0.791
sbert,0.28,0.32,0.39999999999999997,0.7866000000000002
sbert,0.28,0.34,0.37999999999999995,0.7804000000000001
sbert,0.28,0.36,0.36,0.7763
sbert,0.28,0.38,0.33999999999999997,0.771
sbert,0.28,0.4,0.31999999999999995,0.7667999999999999
sbert,0.28,0.42,0.3,0.7617
sbert,0.28,0.44,0.27999999999999997,0.7569
sbert,0.28,0.46,0.25999999999999995,0.7517
sbert,0.28,0.48,0.24,0.7466000000000002
sbert,0.28,0.5,0.21999999999999997,0.7426
sbert,0.28,0.52,0.19999999999999996,0.7368000000000001
sbert,0.28,0.54,0.17999999999999994,0.732
sbert,0.28,0.56,0.15999999999999992,0.7282000000000001
sbert,0.28,0.58,0.14,0.724
sbert,0.28,0.6,0.12,0.7186999999999999
sbert,0.28,0.62,0.09999999999999998,0.7145
sbert,0.28,0.64,0.07999999999999996,0.7102999999999999
sbert,0.28,0.66,0.05999999999999994,0.7062
sbert,0.28,0.68,0.039999999999999925,0.7021000000000001
sbert,0.28,0.7000000000000001,0.019999999999999907,0.6976
sbert,0.28,0.72,0.0,0.687
sbert,0.3,0.0,0.7,0.87
sbert,0.3,0.02,0.6799999999999999,0.8647
sbert,0.3,0.04,0.6599999999999999,0.8584
sbert,0.3,0.06,0.6399999999999999,0.8523000000000001
sbert,0.3,0.08,0.62,0.8468
sbert,0.3,0.1,0.6,0.841
sbert,0.3,0.12,0.58,0.8353
sbert,0.3,0.14,0.5599999999999999,0.8288000000000002
sbert,0.3,0.16,0.5399999999999999,0.8236000000000001
sbert,0.3,0.18,0.52,0.8181000000000002
sbert,0.3,0.2,0.49999999999999994,0.8126000000000001
sbert,0.3,0.22,0.48,0.8073
sbert,0.3,0.24,0.45999999999999996,0.8018000000000001
sbert,0.3,0.26,0.43999999999999995,0.797
sbert,0.3,0.28,0.41999999999999993,0.7914000000000001
sbert,0.3,0.3,0.39999999999999997,0.7866000000000001
sbert,0.3,0.32,0.37999999999999995,0.7807000000000001
sbert,0.3,0.34,0.35999999999999993,0.7763
sbert,0.3,0.36,0.33999999999999997,0.7712
sbert,0.3,0.38,0.31999999999999995,0.7668
sbert,0.3,0.4,0.29999999999999993,0.7624
sbert,0.3,0.42,0.27999999999999997,0.7565
sbert,0.3,0.44,0.25999999999999995,0.7519
sbert,0.3,0.46,0.23999999999999994,0.7467999999999999
sbert,0.3,0.48,0.21999999999999997,0.7425
sbert,0.3,0.5,0.19999999999999996,0.7380999999999999
sbert,0.3,0.52,0.17999999999999994,0.7322000000000001
sbert,0.3,0.54,0.15999999999999992,0.7283000000000001
sbert,0.3,0.56,0.1399999999999999,0.724
sbert,0.3,0.58,0.12,0.7189
sbert,0.3,0.6,0.09999999999999998,0.7145999999999999
sbert,0.3,0.62,0.07999999999999996,0.7106
sbert,0.3,0.64,0.05999999999999994,0.7068
sbert,0.3,0.66,0.039999999999999925,0.7025999999999999
sbert,0.3,0.68,0.019999999999999907,0.6976
sbert,0.32,0.0,0.6799999999999999,0.865
sbert,0.32,0.02,0.6599999999999999,0.8582000000000001
sbert,0.32,0.04,0.6399999999999999,0.8524
sbert,0.32,0.06,0.6199999999999999,0.8466
sbert,0.32,0.08,0.6,0.8409
sbert,0.32,0.1,0.58,0.8352
sbert,0.32,0.12,0.5599999999999999,0.8288
sbert,0.32,0.14,0.5399999999999999,0.8234000000000001
sbert,0.32,0.16,0.5199999999999999,0.8178000000000001
sbert,0.32,0.18,0.49999999999999994,0.812
sbert,0.32,0.2,0.4799999999999999,0.8071
sbert,0.32,0.22,0.45999999999999996,0.8017000000000001
sbert,0.32,0.24,0.43999999999999995,0.7969
sbert,0.32,0.26,0.41999999999999993,0.7912
sbert,0.32,0.28,0.3999999999999999,0.7862
sbert,0.32,0.3,0.37999999999999995,0.7806000000000001
sbert,0.32,0.32,0.35999999999999993,0.7766000000000001
sbert,0.32,0.34,0.3399999999999999,0.7709000000000001
sbert,0.32,0.36,0.31999999999999995,0.7669000000000001
sbert,0.32,0.38,0.29999999999999993,0.7624000000000001
sbert,0.32,0.4,0.2799999999999999,0.7566
sbert,0.32,0.42,0.25999999999999995,0.7519
sbert,0.32,0.44,0.23999999999999994,0.7467999999999999
sbert,0.32,0.46,0.21999999999999992,0.7429
sbert,0.32,0.48,0.19999999999999996,0.7382000000000001
sbert,0.32,0.5,0.17999999999999994,0.733
sbert,0.32,0.52,0.15999999999999992,0.729
sbert,0.32,0.54,0.1399999999999999,0.7239000000000001
sbert,0.32,0.56,0.11999999999999988,0.7189
sbert,0.32,0.58,0.09999999999999998,0.7148
sbert,0.32,0.6,0.07999999999999996,0.711
sbert,0.32,0.62,0.05999999999999994,0.7072999999999999
sbert,0.32,0.64,0.039999999999999925,0.7029
sbert,0.32,0.66,0.019999999999999907,0.6975999999999999
sbert,0.34,0.0,0.6599999999999999,0.8576
sbert,0.34,0.02,0.6399999999999999,0.8523000000000001
sbert,0.34,0.04,0.6199999999999999,0.8465
sbert,0.34,0.06,0.5999999999999999,0.841
sbert,0.34,0.08,0.58,0.8349000000000001
sbert,0.34,0.1,0.5599999999999999,0.8288000000000001
sbert,0.34,0.12,0.5399999999999999,0.8237000000000001
sbert,0.34,0.14,0.5199999999999999,0.8178000000000001
sbert,0.34,0.16,0.4999999999999999,0.812
sbert,0.34,0.18,0.4799999999999999,0.8069000000000001
sbert,0.34,0.2,0.4599999999999999,0.8017000000000001
sbert,0.34,0.22,0.43999999999999995,0.7972
sbert,0.34,0.24,0.41999999999999993,0.7908999999999999
sbert,0.34,0.26,0.3999999999999999,0.7863
sbert,0.34,0.28,0.3799999999999999,0.7807999999999999
sbert,0.34,0.3,0.35999999999999993,0.776
sbert,0.34,0.32,0.3399999999999999,0.7711
sbert,0.34,0.34,0.3199999999999999,0.7666000000000001
sbert,0.34,0.36,0.29999999999999993,0.7621999999999999
sbert,0.34,0.38,0.2799999999999999,0.7569000000000001
sbert,0.34,0.4,0.2599999999999999,0.7517999999999999
sbert,0.34,0.42,0.23999999999999994,0.7476
sbert,0.34,0.44,0.21999999999999992,0.7424
sbert,0.34,0.46,0.1999999999999999,0.7381
sbert,0.34,0.48,0.17999999999999994,0.7333999999999999
sbert,0.34,0.5,0.15999999999999992,0.7291
sbert,0.34,0.52,0.1399999999999999,0.7238
sbert,0.34,0.54,0.11999999999999988,0.7192
sbert,0.34,0.56,0.09999999999999987,0.7149000000000001
sbert,0.34,0.58,0.07999999999999996,0.7112
sbert,0.34,0.6,0.05999999999999994,0.7075999999999999
sbert,0.34,0.62,0.039999999999999925,0.7028
sbert,0.34,0.64,0.019999999999999907,0.698
sbert,0.36,0.0,0.64,0.8528000000000001
sbert,0.36,0.02,0.62,0.8461000000000001
sbert,0.36,0.04,0.6,0.8411000000000001
sbert,0.36,0.06,0.5800000000000001,0.8347
sbert,0.36,0.08,0.56,0.829
sbert,0.36,0.1,0.54,0.8236
sbert,0.36,0.12,0.52,0.8178000000000001
sbert,0.36,0.14,0.5,0.8126
sbert,0.36,0.16,0.48,0.8071
sbert,0.36,0.18,0.46,0.8017000000000001
sbert,0.36,0.2,0.44,0.7968999999999999
sbert,0.36,0.22,0.42000000000000004,0.7907000000000001
sbert,0.36,0.24,0.4,0.7857999999999999
sbert,0.36,0.26,0.38,0.781
sbert,0.36,0.28,0.36,0.776
sbert,0.36,0.3,0.34,0.7708
sbert,0.36,0.32,0.32,0.7665
sbert,0.36,0.34,0.3,0.7620999999999999
sbert,0.36,0.36,0.28,0.7564
sbert,0.36,0.38,0.26,0.752
sbert,0.36,0.4,0.24,0.7475
sbert,0.36,0.42,0.22000000000000003,0.7427999999999999
sbert,0.36,0.44,0.2,0.7378999999999999
sbert,0.36,0.46,0.18,0.7338
sbert,0.36,0.48,0.16000000000000003,0.7291
sbert,0.36,0.5,0.14,0.724
sbert,0.36,0.52,0.12,0.7191
sbert,0.36,0.54,0.09999999999999998,0.7148
sbert,0.36,0.56,0.07999999999999996,0.7113999999999998
sbert,0.36,0.58,0.06000000000000005,0.7071000000000001
sbert,0.36,0.6,0.040000000000000036,0.7025
sbert,0.36,0.62,0.020000000000000018,0.6982999999999999
sbert,0.36,0.64,0.0,0.6876
sbert,0.38,0.0,0.62,0.8458000000000001
sbert,0.38,0.02,0.6,0.8412000000000001
sbert,0.38,0.04,0.58,0.8345
sbert,0.38,0.06,0.56,0.8288000000000001
sbert,0.38,0.08,0.54,0.8237000000000001
sbert,0.38,0.1,0.52,0.8179
sbert,0.38,0.12,0.5,0.8127000000000001
sbert,0.38,0.14,0.48,0.8073
sbert,0.38,0.16,0.45999999999999996,0.8018
sbert,0.38,0.18,0.44,0.7966
sbert,0.38,0.2,0.42,0.7902
sbert,0.38,0.22,0.4,0.7853000000000001
sbert,0.38,0.24,0.38,0.7801
sbert,0.38,0.26,0.36,0.7754000000000001
sbert,0.38,0.28,0.33999999999999997,0.7706000000000002
sbert,0.38,0.3,0.32,0.7666000000000001
sbert,0.38,0.32,0.3,0.7618
sbert,0.38,0.34,0.27999999999999997,0.7566
sbert,0.38,0.36,0.26,0.7523
sbert,0.38,0.38,0.24,0.7477
sbert,0.38,0.4,0.21999999999999997,0.7427
sbert,0.38,0.42,0.2,0.7380999999999999
sbert,0.38,0.44,0.18,0.7345999999999999
sbert,0.38,0.46,0.15999999999999998,0.7288
sbert,0.38,0.48,0.14,0.7239
sbert,0.38,0.5,0.12,0.7195
sbert,0.38,0.52,0.09999999999999998,0.7145
sbert,0.38,0.54,0.07999999999999996,0.7117
sbert,0.38,0.56,0.05999999999999994,0.7075
sbert,0.38,0.58,0.040000000000000036,0.703
sbert,0.38,0.6,0.020000000000000018,0.6981
sbert,0.38,0.62,0.0,0.6879000000000001
sbert,0.4,0.0,0.6,0.8406
sbert,0.4,0.02,0.58,0.8336000000000001
sbert,0.4,0.04,0.5599999999999999,0.8286000000000001
sbert,0.4,0.06,0.54,0.824
sbert,0.4,0.08,0.52,0.8176
sbert,0.4,0.1,0.5,0.8126000000000001
sbert,0.4,0.12,0.48,0.8072999999999999
sbert,0.4,0.14,0.45999999999999996,0.8012
sbert,0.4,0.16,0.43999999999999995,0.7961
sbert,0.4,0.18,0.42,0.7899
sbert,0.4,0.2,0.39999999999999997,0.7848
sbert,0.4,0.22,0.38,0.7797999999999999
sbert,0.4,0.24,0.36,0.7754000000000001
sbert,0.4,0.26,0.33999999999999997,0.7703000000000001
sbert,0.4,0.28,0.31999999999999995,0.7662
sbert,0.4,0.3,0.3,0.7619000000000001
sbert,0.4,0.32,0.27999999999999997,0.7569000000000001
sbert,0.4,0.34,0.25999999999999995,0.7516
sbert,0.4,0.36,0.24,0.7475
sbert,0.4,0.38,0.21999999999999997,0.7425
sbert,0.4,0.4,0.19999999999999996,0.7384
sbert,0.4,0.42,0.18,0.734
sbert,0.4,0.44,0.15999999999999998,0.729
sbert,0.4,0.46,0.13999999999999996,0.7238
sbert,0.4,0.48,0.12,0.7193999999999999
sbert,0.4,0.5,0.09999999999999998,0.715
sbert,0.4,0.52,0.07999999999999996,0.7114
sbert,0.4,0.54,0.05999999999999994,0.7071000000000001
sbert,0.4,0.56,0.039999999999999925,0.7032999999999999
sbert,0.4,0.58,0.020000000000000018,0.6984000000000001
sbert,0.4,0.6,0.0,0.6883
sbert,0.42,0.0,0.5800000000000001,0.8330000000000001
sbert,0.42,0.02,0.56,0.8282
sbert,0.42,0.04,0.54,0.8239000000000001
sbert,0.42,0.06,0.52,0.8171
sbert,0.42,0.08,0.5000000000000001,0.8121
sbert,0.42,0.1,0.4800000000000001,0.8067000000000001
sbert,0.42,0.12,0.4600000000000001,0.8017000000000001
sbert,0.42,0.14,0.44000000000000006,0.7956
sbert,0.42,0.16,0.42000000000000004,0.7895
sbert,0.42,0.18,0.4000000000000001,0.7842
sbert,0.42,0.2,0.38000000000000006,0.7796000000000001
sbert,0.42,0.22,0.3600000000000001,0.7755
sbert,0.42,0.24,0.3400000000000001,0.7702
sbert,0.42,0.26,0.32000000000000006,0.7659000000000001
sbert,0.42,0.28,0.30000000000000004,0.7619000000000001
sbert,0.42,0.3,0.2800000000000001,0.7569
sbert,0.42,0.32,0.26000000000000006,0.7518
sbert,0.42,0.34,0.24000000000000005,0.7471
sbert,0.42,0.36,0.22000000000000008,0.7429
sbert,0.42,0.38,0.20000000000000007,0.7387
sbert,0.42,0.4,0.18000000000000005,0.734
sbert,0.42,0.42,0.1600000000000001,0.7293999999999999
sbert,0.42,0.44,0.14000000000000007,0.724
sbert,0.42,0.46,0.12000000000000005,0.7193999999999999
sbert,0.42,0.48,0.10000000000000009,0.715
sbert,0.42,0.5,0.08000000000000007,0.7114
sbert,0.42,0.52,0.06000000000000005,0.7066
sbert,0.42,0.54,0.040000000000000036,0.7035
sbert,0.42,0.56,0.020000000000000018,0.6985999999999999
sbert,0.42,0.58,1.1102230246251565e-16,0.6886
sbert,0.44,0.0,0.56,0.8282
sbert,0.44,0.02,0.54,0.8231
sbert,0.44,0.04,0.52,0.8174000000000001
sbert,0.44,0.06,0.5,0.8118
sbert,0.44,0.08,0.48000000000000004,0.807
sbert,0.44,0.1,0.4600000000000001,0.8022
sbert,0.44,0.12,0.44000000000000006,0.7958
sbert,0.44,0.14,0.42000000000000004,0.7892
sbert,0.44,0.16,0.4,0.7844000000000001
sbert,0.44,0.18,0.38000000000000006,0.7794000000000001
sbert,0.44,0.2,0.36000000000000004,0.7753
sbert,0.44,0.22,0.3400000000000001,0.7707999999999999
sbert,0.44,0.24,0.32000000000000006,0.7663
sbert,0.44,0.26,0.30000000000000004,0.7621000000000001
sbert,0.44,0.28,0.28,0.7563
sbert,0.44,0.3,0.26000000000000006,0.7519000000000001
sbert,0.44,0.32,0.24000000000000005,0.7473
sbert,0.44,0.34,0.22000000000000003,0.7425999999999999
sbert,0.44,0.36,0.20000000000000007,0.7390999999999999
sbert,0.44,0.38,0.18000000000000005,0.7349
sbert,0.44,0.4,0.16000000000000003,0.7303
sbert,0.44,0.42,0.14000000000000007,0.7239000000000001
sbert,0.44,0.44,0.12000000000000005,0.7195
sbert,0.44,0.46,0.10000000000000003,0.715
sbert,0.44,0.48,0.08000000000000007,0.7112
sbert,0.44,0.5,0.06000000000000005,0.7066
sbert,0.44,0.52,0.040000000000000036,0.704
sbert,0.44,0.54,0.020000000000000018,0.6989000000000001
sbert,0.44,0.56,0.0,0.6881
sbert,0.46,0.0,0.54,0.8229000000000001
sbert,0.46,0.02,0.52,0.8175
sbert,0.46,0.04,0.5,0.8115000000000001
sbert,0.46,0.06,0.48000000000000004,0.8067000000000001
sbert,0.46,0.08,0.46,0.8021000000000001
sbert,0.46,0.1,0.44000000000000006,0.7958000000000001
sbert,0.46,0.12,0.42000000000000004,0.7897000000000001
sbert,0.46,0.14,0.4,0.7840000000000001
sbert,0.46,0.16,0.38,0.7793
sbert,0.46,0.18,0.36000000000000004,0.7748
sbert,0.46,0.2,0.34,0.7706
sbert,0.46,0.22,0.32000000000000006,0.7663
sbert,0.46,0.24,0.30000000000000004,0.7620000000000001
sbert,0.46,0.26,0.28,0.757
sbert,0.46,0.28,0.26,0.7524000000000001
sbert,0.46,0.3,0.24000000000000005,0.7470000000000001
sbert,0.46,0.32,0.22000000000000003,0.7427
sbert,0.46,0.34,0.2,0.7387
sbert,0.46,0.36,0.18000000000000005,0.7347
sbert,0.46,0.38,0.16000000000000003,0.7301
sbert,0.46,0.4,0.14,0.7241000000000001
sbert,0.46,0.42,0.12000000000000005,0.7199000000000001
sbert,0.46,0.44,0.10000000000000003,0.7152000000000001
sbert,0.46,0.46,0.08000000000000002,0.7115
sbert,0.46,0.48,0.06000000000000005,0.7069000000000001
sbert,0.46,0.5,0.040000000000000036,0.7042999999999999
sbert,0.46,0.52,0.020000000000000018,0.6995
sbert,0.46,0.54,0.0,0.6878
sbert,0.48,0.0,0.52,0.8171000000000002
sbert,0.48,0.02,0.5,0.8112
sbert,0.48,0.04,0.48000000000000004,0.8066
sbert,0.48,0.06,0.46,0.8019000000000001
sbert,0.48,0.08,0.44,0.7955
sbert,0.48,0.1,0.42000000000000004,0.7894000000000001
sbert,0.48,0.12,0.4,0.7833000000000001
sbert,0.48,0.14,0.38,0.7791
sbert,0.48,0.16,0.36,0.7746000000000001
sbert,0.48,0.18,0.34,0.7706
sbert,0.48,0.2,0.32,0.7659000000000001
sbert,0.48,0.22,0.30000000000000004,0.762
sbert,0.48,0.24,0.28,0.7572000000000001
sbert,0.48,0.26,0.26,0.7525
sbert,0.48,0.28,0.24,0.7470000000000001
sbert,0.48,0.3,0.22000000000000003,0.7433
sbert,0.48,0.32,0.2,0.7387
sbert,0.48,0.34,0.18,0.7344
sbert,0.48,0.36,0.16000000000000003,0.7305000000000001
sbert,0.48,0.38,0.14,0.7244
sbert,0.48,0.4,0.12,0.72
sbert,0.48,0.42,0.10000000000000003,0.716
sbert,0.48,0.44,0.08000000000000002,0.712
sbert,0.48,0.46,0.06,0.7074000000000001
sbert,0.48,0.48,0.040000000000000036,0.7043
sbert,0.48,0.5,0.020000000000000018,0.6998
sbert,0.48,0.52,0.0,0.6871
sbert,0.5,0.0,0.5,0.8112
sbert,0.5,0.02,0.48,0.8066
sbert,0.5,0.04,0.46,0.8012999999999999
sbert,0.5,0.06,0.44,0.7953000000000001
sbert,0.5,0.08,0.42,0.7891
sbert,0.5,0.1,0.4,0.7833
sbert,0.5,0.12,0.38,0.7785
sbert,0.5,0.14,0.36,0.7747999999999999
sbert,0.5,0.16,0.33999999999999997,0.7701
sbert,0.5,0.18,0.32,0.7659
sbert,0.5,0.2,0.3,0.7621
sbert,0.5,0.22,0.28,0.7568
sbert,0.5,0.24,0.26,0.7526
sbert,0.5,0.26,0.24,0.7472000000000001
sbert,0.5,0.28,0.21999999999999997,0.7426
sbert,0.5,0.3,0.2,0.7385999999999999
sbert,0.5,0.32,0.18,0.7345
sbert,0.5,0.34,0.15999999999999998,0.7308000000000001
sbert,0.5,0.36,0.14,0.7249000000000001
sbert,0.5,0.38,0.12,0.7205
sbert,0.5,0.4,0.09999999999999998,0.7159000000000001
sbert,0.5,0.42,0.08000000000000002,0.7118000000000001
sbert,0.5,0.44,0.06,0.7078
sbert,0.5,0.46,0.03999999999999998,0.7039
sbert,0.5,0.48,0.020000000000000018,0.7
sbert,0.5,0.5,0.0,0.6884
sbert,0.52,0.0,0.48,0.8065
sbert,0.52,0.02,0.45999999999999996,0.8013000000000001
sbert,0.52,0.04,0.44,0.7954
sbert,0.52,0.06,0.42,0.7895
sbert,0.52,0.08,0.39999999999999997,0.7838999999999999
sbert,0.52,0.1,0.38,0.7787000000000001
sbert,0.52,0.12,0.36,0.7747
sbert,0.52,0.14,0.33999999999999997,0.7702
sbert,0.52,0.16,0.31999999999999995,0.766
sbert,0.52,0.18,0.3,0.7619000000000001
sbert,0.52,0.2,0.27999999999999997,0.7573000000000001
sbert,0.52,0.22,0.26,0.7527
sbert,0.52,0.24,0.24,0.7477
sbert,0.52,0.26,0.21999999999999997,0.7421
sbert,0.52,0.28,0.19999999999999996,0.7387999999999999
sbert,0.52,0.3,0.18,0.7345
sbert,0.52,0.32,0.15999999999999998,0.7306
sbert,0.52,0.34,0.13999999999999996,0.7255
sbert,0.52,0.36,0.12,0.7202000000000001
sbert,0.52,0.38,0.09999999999999998,0.7165
sbert,0.52,0.4,0.07999999999999996,0.7125999999999999
sbert,0.52,0.42,0.06,0.7075999999999999
sbert,0.52,0.44,0.03999999999999998,0.704
sbert,0.52,0.46,0.019999999999999962,0.7001
sbert,0.52,0.48,0.0,0.6896
sbert,0.54,0.0,0.45999999999999996,0.8015
sbert,0.54,0.02,0.43999999999999995,0.7956
sbert,0.54,0.04,0.42,0.7893
sbert,0.54,0.06,0.39999999999999997,0.784
sbert,0.54,0.08,0.37999999999999995,0.7790999999999999
sbert,0.54,0.1,0.36,0.7745
sbert,0.54,0.12,0.33999999999999997,0.7695
sbert,0.54,0.14,0.31999999999999995,0.7662
sbert,0.54,0.16,0.29999999999999993,0.7617999999999999
sbert,0.54,0.18,0.27999999999999997,0.7569000000000001
sbert,0.54,0.2,0.25999999999999995,0.7526
sbert,0.54,0.22,0.23999999999999996,0.7477999999999999
sbert,0.54,0.24,0.21999999999999997,0.7422000000000001
sbert,0.54,0.26,0.19999999999999996,0.7389000000000001
sbert,0.54,0.28,0.17999999999999994,0.7348
sbert,0.54,0.3,0.15999999999999998,0.7303
sbert,0.54,0.32,0.13999999999999996,0.7257
sbert,0.54,0.34,0.11999999999999994,0.7202999999999999
sbert,0.54,0.36,0.09999999999999998,0.7166
sbert,0.54,0.38,0.07999999999999996,0.7127
sbert,0.54,0.4,0.05999999999999994,0.7085
sbert,0.54,0.42,0.03999999999999998,0.7042999999999999
sbert,0.54,0.44,0.019999999999999962,0.7001000000000001
sbert,0.56,0.0,0.43999999999999995,0.7959
sbert,0.56,0.02,0.41999999999999993,0.7895
sbert,0.56,0.04,0.39999999999999997,0.784
sbert,0.56,0.06,0.37999999999999995,0.7796000000000001
sbert,0.56,0.08,0.35999999999999993,0.7747999999999999
sbert,0.56,0.1,0.33999999999999997,0.7693
sbert,0.56,0.12,0.31999999999999995,0.7659000000000001
sbert,0.56,0.14,0.29999999999999993,0.7616
sbert,0.56,0.16,0.2799999999999999,0.7569000000000001
sbert,0.56,0.18,0.25999999999999995,0.7529
sbert,0.56,0.2,0.23999999999999994,0.7479000000000001
sbert,0.56,0.22,0.21999999999999995,0.7423
sbert,0.56,0.24,0.19999999999999996,0.7386
sbert,0.56,0.26,0.17999999999999994,0.7347
sbert,0.56,0.28,0.15999999999999992,0.7305999999999999
sbert,0.56,0.3,0.13999999999999996,0.7264
sbert,0.56,0.32,0.11999999999999994,0.7212999999999999
sbert,0.56,0.34,0.09999999999999992,0.7169000000000001
sbert,0.56,0.36,0.07999999999999996,0.7127
sbert,0.56,0.38,0.05999999999999994,0.7084
sbert,0.56,0.4,0.039999999999999925,0.7045
sbert,0.56,0.42,0.019999999999999962,0.7
sbert,0.58,0.0,0.42000000000000004,0.789
sbert,0.58,0.02,0.4,0.7844000000000001
sbert,0.58,0.04,0.38000000000000006,0.7792
sbert,0.58,0.06,0.36000000000000004,0.7744000000000001
sbert,0.58,0.08,0.34,0.7689
sbert,0.58,0.1,0.32000000000000006,0.7651999999999999
sbert,0.58,0.12,0.30000000000000004,0.7618
sbert,0.58,0.14,0.28,0.757
sbert,0.58,0.16,0.26,0.7531
sbert,0.58,0.18,0.24000000000000005,0.7476
sbert,0.58,0.2,0.22000000000000003,0.7427999999999999
sbert,0.58,0.22,0.20000000000000004,0.7387
sbert,0.58,0.24,0.18000000000000005,0.7348
sbert,0.58,0.26,0.16000000000000003,0.7309000000000001
sbert,0.58,0.28,0.14,0.7265
sbert,0.58,0.3,0.12000000000000005,0.7216
sbert,0.58,0.32,0.10000000000000003,0.7175
sbert,0.58,0.34,0.08000000000000002,0.7136
sbert,0.58,0.36,0.06000000000000005,0.7085999999999999
sbert,0.58,0.38,0.040000000000000036,0.7044
sbert,0.58,0.4,0.020000000000000018,0.6996000000000001
sbert,0.58,0.42,5.551115123125783e-17,0.6891000000000002
sbert,0.6,0.0,0.4,0.7841
sbert,0.6,0.02,0.38,0.7789
sbert,0.6,0.04,0.36000000000000004,0.7743
sbert,0.6,0.06,0.34,0.7695
